item_nr,item_nr_old,item_number,answer,correct,audio_file,level,target_instrument,complexity,with_target_in_mix,condition_theoretical,time_song,song_nr,practice_item,old_audio_file_name,set_nr,condition,discrimination,guessing,inattention,difficulty,condition_difficulty_without_random_effects,item_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item
144,2195,git_item2195_set676_wit_lvl0_comp3_t168_song45,1,1,git_item2195_set676_wit_lvl0_comp3_t168_song45.wav,0,Guitar,3,yes,10,168,45,no,Guitar_ItemNr(2195)_SetNr(676)_WiT_Level(-15)_Complexity(3)_Time(168)_SongNr(45).wav,36,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-2.462137164,468,35
145,594,voc_item594_set105_wit_lvl-15_comp6_t140_song48,1,1,voc_item594_set105_wit_lvl-15_comp6_t140_song48.wav,-15,Lead,6,yes,37,140,48,no,Lead_ItemNr(594)_SetNr(105)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(48).wav,37,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,-0.489046829,605,46
146,594,voc_item594_set105_wit_lvl-10_comp6_t140_song48,1,1,voc_item594_set105_wit_lvl-10_comp6_t140_song48.wav,-10,Lead,6,yes,29,140,48,no,Lead_ItemNr(594)_SetNr(105)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(48).wav,37,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,-1.649350736,458,32
147,594,voc_item594_set105_wit_lvl-5_comp6_t140_song48,1,1,voc_item594_set105_wit_lvl-5_comp6_t140_song48.wav,-5,Lead,6,yes,17,140,48,no,Lead_ItemNr(594)_SetNr(105)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(48).wav,37,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-2.253715516,499,107
148,594,voc_item594_set105_wit_lvl0_comp6_t140_song48,1,1,voc_item594_set105_wit_lvl0_comp6_t140_song48.wav,0,Lead,6,yes,13,140,48,no,Lead_ItemNr(594)_SetNr(105)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(48).wav,37,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-2.566382804,629,49
149,2934,b_item2934_set1004_wit_lvl-15_comp6_t138_song49,1,1,b_item2934_set1004_wit_lvl-15_comp6_t138_song49.wav,-15,Bass,6,yes,40,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,40,1.95100641,0.402489139,0.995917503,2.386335346,2.273951478,2.79595679,472,112
150,2934,b_item2934_set1004_wit_lvl-10_comp6_t138_song49,1,1,b_item2934_set1004_wit_lvl-10_comp6_t138_song49.wav,-10,Bass,6,yes,32,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,38,1.95100641,0.402489139,0.995917503,1.146991388,1.010231267,1.696193663,502,48
151,2934,b_item2934_set1004_wit_lvl-5_comp6_t138_song49,1,1,b_item2934_set1004_wit_lvl-5_comp6_t138_song49.wav,-5,Bass,6,yes,20,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,32,1.95100641,0.402489139,0.995917503,0.434246861,0.248520775,0.914538903,496,38
152,2934,b_item2934_set1004_wit_lvl0_comp6_t138_song49,1,1,b_item2934_set1004_wit_lvl0_comp6_t138_song49.wav,0,Bass,6,yes,16,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,0.426905447,400,46
153,181,voc_item181_set035_wit_lvl-15_comp6_t102_song49,1,1,voc_item181_set035_wit_lvl-15_comp6_t102_song49.wav,-15,Lead,6,yes,37,102,49,no,Lead_ItemNr(181)_SetNr(035)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(49).wav,39,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,1.497444057,605,34
154,181,voc_item181_set035_wit_lvl-10_comp6_t102_song49,1,1,voc_item181_set035_wit_lvl-10_comp6_t102_song49.wav,-10,Lead,6,yes,29,102,49,no,Lead_ItemNr(181)_SetNr(035)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(49).wav,39,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,0.587453414,458,62
155,181,voc_item181_set035_wit_lvl-5_comp6_t102_song49,1,1,voc_item181_set035_wit_lvl-5_comp6_t102_song49.wav,-5,Lead,6,yes,17,102,49,no,Lead_ItemNr(181)_SetNr(035)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(49).wav,39,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-0.266072525,499,33
156,181,voc_item181_set035_wit_lvl0_comp6_t102_song49,1,1,voc_item181_set035_wit_lvl0_comp6_t102_song49.wav,0,Lead,6,yes,13,102,49,no,Lead_ItemNr(181)_SetNr(035)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(49).wav,39,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-0.613640599,629,101
157,180,voc_item180_set034_wit_lvl-15_comp3_t50_song51,1,1,voc_item180_set034_wit_lvl-15_comp3_t50_song51.wav,-15,Lead,3,yes,33,50,51,no,Lead_ItemNr(180)_SetNr(034)_WiT_Level(-15)_Complexity(3)_Time(50)_SongNr(51).wav,40,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,-0.399871736,425,45
158,180,voc_item180_set034_wit_lvl-10_comp3_t50_song51,1,1,voc_item180_set034_wit_lvl-10_comp3_t50_song51.wav,-10,Lead,3,yes,25,50,51,no,Lead_ItemNr(180)_SetNr(034)_WiT_Level(-15)_Complexity(3)_Time(50)_SongNr(51).wav,40,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-1.557839771,575,100
159,180,voc_item180_set034_wit_lvl-5_comp3_t50_song51,1,1,voc_item180_set034_wit_lvl-5_comp3_t50_song51.wav,-5,Lead,3,yes,21,50,51,no,Lead_ItemNr(180)_SetNr(034)_WiT_Level(-15)_Complexity(3)_Time(50)_SongNr(51).wav,40,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-2.428517643,541,45
160,180,voc_item180_set034_wit_lvl0_comp3_t50_song51,1,1,voc_item180_set034_wit_lvl0_comp3_t50_song51.wav,0,Lead,3,yes,9,50,51,no,Lead_ItemNr(180)_SetNr(034)_WiT_Level(-15)_Complexity(3)_Time(50)_SongNr(51).wav,40,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-2.751354258,512,42
161,3032,voc_item3032_set693_wit_lvl-15_comp6_t70_song52,1,1,voc_item3032_set693_wit_lvl-15_comp6_t70_song52.wav,-15,Lead,6,yes,37,70,52,no,Lead_ItemNr(3032)_SetNr(693)_WiT_Level(-15)_Complexity(6)_Time(70)_SongNr(52).wav,41,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,-0.773159345,605,91
162,3032,voc_item3032_set693_wit_lvl-10_comp6_t70_song52,1,1,voc_item3032_set693_wit_lvl-10_comp6_t70_song52.wav,-10,Lead,6,yes,29,70,52,no,Lead_ItemNr(3032)_SetNr(693)_WiT_Level(-15)_Complexity(6)_Time(70)_SongNr(52).wav,41,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,-2.082525463,458,37
163,3032,voc_item3032_set693_wit_lvl-5_comp6_t70_song52,1,1,voc_item3032_set693_wit_lvl-5_comp6_t70_song52.wav,-5,Lead,6,yes,17,70,52,no,Lead_ItemNr(3032)_SetNr(693)_WiT_Level(-15)_Complexity(6)_Time(70)_SongNr(52).wav,41,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-2.71226383,499,55
164,3032,voc_item3032_set693_wit_lvl0_comp6_t70_song52,1,1,voc_item3032_set693_wit_lvl0_comp6_t70_song52.wav,0,Lead,6,yes,13,70,52,no,Lead_ItemNr(3032)_SetNr(693)_WiT_Level(-15)_Complexity(6)_Time(70)_SongNr(52).wav,41,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-3.4627691,629,36
165,1770,b_item1770_set770_wit_lvl-15_comp6_t74_song53,1,1,b_item1770_set770_wit_lvl-15_comp6_t74_song53.wav,-15,Bass,6,yes,40,74,53,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav,42,40,1.95100641,0.402489139,0.995917503,2.386335346,2.273951478,2.955775235,472,28
166,1770,b_item1770_set770_wit_lvl-10_comp6_t74_song53,1,1,b_item1770_set770_wit_lvl-10_comp6_t74_song53.wav,-10,Bass,6,yes,32,74,53,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav,42,38,1.95100641,0.402489139,0.995917503,1.146991388,1.010231267,1.518991362,502,114
167,1770,b_item1770_set770_wit_lvl-5_comp6_t74_song53,1,1,b_item1770_set770_wit_lvl-5_comp6_t74_song53.wav,-5,Bass,6,yes,20,74,53,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav,42,32,1.95100641,0.402489139,0.995917503,0.434246861,0.248520775,0.952878926,496,91
168,1770,b_item1770_set770_wit_lvl0_comp6_t74_song53,1,1,b_item1770_set770_wit_lvl0_comp6_t74_song53.wav,0,Bass,6,yes,16,74,53,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav,42,25,1.95100641,0.402489139,0.995917503,-0.08127129,-0.209977996,0.672842749,400,39
169,253,voc_item253_set049_wit_lvl-15_comp6_t102_song53,1,1,voc_item253_set049_wit_lvl-15_comp6_t102_song53.wav,-15,Lead,6,yes,37,102,53,no,Lead_ItemNr(253)_SetNr(049)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(53).wav,43,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,-0.737031075,605,35
170,253,voc_item253_set049_wit_lvl-10_comp6_t102_song53,1,1,voc_item253_set049_wit_lvl-10_comp6_t102_song53.wav,-10,Lead,6,yes,29,102,53,no,Lead_ItemNr(253)_SetNr(049)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(53).wav,43,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,-1.883801343,458,41
171,253,voc_item253_set049_wit_lvl-5_comp6_t102_song53,1,1,voc_item253_set049_wit_lvl-5_comp6_t102_song53.wav,-5,Lead,6,yes,17,102,53,no,Lead_ItemNr(253)_SetNr(049)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(53).wav,43,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-2.618326018,499,53
172,253,voc_item253_set049_wit_lvl0_comp6_t102_song53,1,1,voc_item253_set049_wit_lvl0_comp6_t102_song53.wav,0,Lead,6,yes,13,102,53,no,Lead_ItemNr(253)_SetNr(049)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(53).wav,43,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-3.297402053,629,49
173,330,p_item330_set029_wit_lvl-15_comp3_t54_song53,1,1,p_item330_set029_wit_lvl-15_comp3_t54_song53.wav,-15,Piano,3,yes,35,54,53,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav,44,28,1.95100641,0.402489139,0.995917503,0.240936219,0.085465479,-0.091619652,530,40
174,1033,p_item1033_set088_wit_lvl-15_comp6_t88_song53,1,1,p_item1033_set088_wit_lvl-15_comp6_t88_song53.wav,-15,Piano,6,yes,39,88,53,no,Piano_ItemNr(1033)_SetNr(088)_WiT_Level(-15)_Complexity(6)_Time(88)_SongNr(53).wav,44,34,1.95100641,0.402489139,0.995917503,-0.105948649,0.412665406,0.438860214,497,41
175,330,p_item330_set029_wit_lvl-10_comp3_t54_song53,1,1,p_item330_set029_wit_lvl-10_comp3_t54_song53.wav,-10,Piano,3,yes,27,54,53,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav,44,14,1.95100641,0.402489139,0.995917503,-1.354568203,-1.1512087,-1.286790674,423,29
176,1033,p_item1033_set088_wit_lvl-10_comp6_t88_song53,1,1,p_item1033_set088_wit_lvl-10_comp6_t88_song53.wav,-10,Piano,6,yes,31,88,53,no,Piano_ItemNr(1033)_SetNr(088)_WiT_Level(-15)_Complexity(6)_Time(88)_SongNr(53).wav,44,18,1.95100641,0.402489139,0.995917503,-1.356829462,-0.815367825,-0.946320711,565,33
177,330,p_item330_set029_wit_lvl-5_comp3_t54_song53,1,1,p_item330_set029_wit_lvl-5_comp3_t54_song53.wav,-5,Piano,3,yes,23,54,53,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav,45,6,1.95100641,0.402489139,0.995917503,-1.829359816,-1.931608452,-1.5560184,421,37
178,1033,p_item1033_set088_wit_lvl-5_comp6_t88_song53,1,1,p_item1033_set088_wit_lvl-5_comp6_t88_song53.wav,-5,Piano,6,yes,19,88,53,no,Piano_ItemNr(1033)_SetNr(088)_WiT_Level(-15)_Complexity(6)_Time(88)_SongNr(53).wav,45,10,1.95100641,0.402489139,0.995917503,-1.838454311,-1.590433562,-1.240610198,467,32
179,330,p_item330_set029_wit_lvl0_comp3_t54_song53,1,1,p_item330_set029_wit_lvl0_comp3_t54_song53.wav,0,Piano,3,yes,11,54,53,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav,45,1,1.95100641,0.402489139,0.995917503,-2.351715436,-2.408931614,-1.7911593,572,99
180,1033,p_item1033_set088_wit_lvl0_comp6_t88_song53,1,1,p_item1033_set088_wit_lvl0_comp6_t88_song53.wav,0,Piano,6,yes,15,88,53,no,Piano_ItemNr(1033)_SetNr(088)_WiT_Level(-15)_Complexity(6)_Time(88)_SongNr(53).wav,45,4,1.95100641,0.402489139,0.995917503,-2.271284098,-2.065891627,-1.598764693,593,46
181,979,b_item979_set434_wit_lvl-15_comp3_t690_song54,1,1,b_item979_set434_wit_lvl-15_comp3_t690_song54.wav,-15,Bass,3,yes,36,690,54,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav,46,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,1.051544463,604,105
182,979,b_item979_set434_wit_lvl-10_comp3_t690_song54,1,1,b_item979_set434_wit_lvl-10_comp3_t690_song54.wav,-10,Bass,3,yes,28,690,54,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav,46,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,0.050355576,494,35
183,979,b_item979_set434_wit_lvl-5_comp3_t690_song54,1,1,b_item979_set434_wit_lvl-5_comp3_t690_song54.wav,-5,Bass,3,yes,24,690,54,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav,46,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,-0.517419028,582,46
184,979,b_item979_set434_wit_lvl0_comp3_t690_song54,1,1,b_item979_set434_wit_lvl0_comp3_t690_song54.wav,0,Bass,3,yes,12,690,54,no,Bass_ItemNr(979)_SetNr(434)_WiT_Level(-15)_Complexity(3)_Time(690)_SongNr(54).wav,46,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,-1.137502871,477,73
185,1003,voc_item1003_set177_wit_lvl-15_comp3_t218_song55,1,1,voc_item1003_set177_wit_lvl-15_comp3_t218_song55.wav,-15,Lead,3,yes,33,218,55,no,Lead_ItemNr(1003)_SetNr(177)_WiT_Level(-15)_Complexity(3)_Time(218)_SongNr(55).wav,47,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,0.514561542,425,60
186,1003,voc_item1003_set177_wit_lvl-10_comp3_t218_song55,1,1,voc_item1003_set177_wit_lvl-10_comp3_t218_song55.wav,-10,Lead,3,yes,25,218,55,no,Lead_ItemNr(1003)_SetNr(177)_WiT_Level(-15)_Complexity(3)_Time(218)_SongNr(55).wav,47,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-0.721706297,575,70
187,1003,voc_item1003_set177_wit_lvl-5_comp3_t218_song55,1,1,voc_item1003_set177_wit_lvl-5_comp3_t218_song55.wav,-5,Lead,3,yes,21,218,55,no,Lead_ItemNr(1003)_SetNr(177)_WiT_Level(-15)_Complexity(3)_Time(218)_SongNr(55).wav,47,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-1.362966115,541,78
188,1003,voc_item1003_set177_wit_lvl0_comp3_t218_song55,1,1,voc_item1003_set177_wit_lvl0_comp3_t218_song55.wav,0,Lead,3,yes,9,218,55,no,Lead_ItemNr(1003)_SetNr(177)_WiT_Level(-15)_Complexity(3)_Time(218)_SongNr(55).wav,47,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-2.030329157,512,27
189,1490,git_item1490_set453_wit_lvl-15_comp3_t32_song64,1,1,git_item1490_set453_wit_lvl-15_comp3_t32_song64.wav,-15,Guitar,3,yes,34,32,64,no,Guitar_ItemNr(1490)_SetNr(453)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(64).wav,48,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,-0.369636522,530,65
190,1490,git_item1490_set453_wit_lvl-10_comp3_t32_song64,1,1,git_item1490_set453_wit_lvl-10_comp3_t32_song64.wav,-10,Guitar,3,yes,26,32,64,no,Guitar_ItemNr(1490)_SetNr(453)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(64).wav,48,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-1.605442686,536,68
191,1490,git_item1490_set453_wit_lvl-5_comp3_t32_song64,1,1,git_item1490_set453_wit_lvl-5_comp3_t32_song64.wav,-5,Guitar,3,yes,22,32,64,no,Guitar_ItemNr(1490)_SetNr(453)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(64).wav,48,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-2.674938025,463,37
192,1490,git_item1490_set453_wit_lvl0_comp3_t32_song64,1,1,git_item1490_set453_wit_lvl0_comp3_t32_song64.wav,0,Guitar,3,yes,10,32,64,no,Guitar_ItemNr(1490)_SetNr(453)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(64).wav,48,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-2.918982542,468,47
193,2125,b_item2125_set895_wit_lvl-15_comp3_t16_song68,1,1,b_item2125_set895_wit_lvl-15_comp3_t16_song68.wav,-15,Bass,3,yes,36,16,68,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav,49,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,1.682319708,604,42
194,2125,b_item2125_set895_wit_lvl-10_comp3_t16_song68,1,1,b_item2125_set895_wit_lvl-10_comp3_t16_song68.wav,-10,Bass,3,yes,28,16,68,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav,49,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,0.213541918,494,37
195,2125,b_item2125_set895_wit_lvl-5_comp3_t16_song68,1,1,b_item2125_set895_wit_lvl-5_comp3_t16_song68.wav,-5,Bass,3,yes,24,16,68,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav,49,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,-0.262825639,582,44
196,2125,b_item2125_set895_wit_lvl0_comp3_t16_song68,1,1,b_item2125_set895_wit_lvl0_comp3_t16_song68.wav,0,Bass,3,yes,12,16,68,no,Bass_ItemNr(2125)_SetNr(895)_WiT_Level(-15)_Complexity(3)_Time(16)_SongNr(68).wav,49,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,-1.096250667,477,33
197,1261,voc_item1261_set217_wit_lvl-15_comp3_t38_song71,1,1,voc_item1261_set217_wit_lvl-15_comp3_t38_song71.wav,-15,Lead,3,yes,33,38,71,no,Lead_ItemNr(1261)_SetNr(217)_WiT_Level(-15)_Complexity(3)_Time(38)_SongNr(71).wav,50,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,-1.253004856,425,48
198,1261,voc_item1261_set217_wit_lvl-10_comp3_t38_song71,1,1,voc_item1261_set217_wit_lvl-10_comp3_t38_song71.wav,-10,Lead,3,yes,25,38,71,no,Lead_ItemNr(1261)_SetNr(217)_WiT_Level(-15)_Complexity(3)_Time(38)_SongNr(71).wav,50,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-2.410854861,575,39
199,1261,voc_item1261_set217_wit_lvl-5_comp3_t38_song71,1,1,voc_item1261_set217_wit_lvl-5_comp3_t38_song71.wav,-5,Lead,3,yes,21,38,71,no,Lead_ItemNr(1261)_SetNr(217)_WiT_Level(-15)_Complexity(3)_Time(38)_SongNr(71).wav,50,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-3.490409909,541,44
200,1261,voc_item1261_set217_wit_lvl0_comp3_t38_song71,1,1,voc_item1261_set217_wit_lvl0_comp3_t38_song71.wav,0,Lead,3,yes,9,38,71,no,Lead_ItemNr(1261)_SetNr(217)_WiT_Level(-15)_Complexity(3)_Time(38)_SongNr(71).wav,50,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-3.675442923,512,47
201,358,b_item358_set150_wit_lvl-15_comp3_t8_song79,1,1,b_item358_set150_wit_lvl-15_comp3_t8_song79.wav,-15,Bass,3,yes,36,8,79,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav,51,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,3.074554072,604,92
202,358,b_item358_set150_wit_lvl-10_comp3_t8_song79,1,1,b_item358_set150_wit_lvl-10_comp3_t8_song79.wav,-10,Bass,3,yes,28,8,79,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav,51,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,1.755577095,494,42
203,358,b_item358_set150_wit_lvl-5_comp3_t8_song79,1,1,b_item358_set150_wit_lvl-5_comp3_t8_song79.wav,-5,Bass,3,yes,24,8,79,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav,51,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,1.124002066,582,51
204,358,b_item358_set150_wit_lvl0_comp3_t8_song79,1,1,b_item358_set150_wit_lvl0_comp3_t8_song79.wav,0,Bass,3,yes,12,8,79,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav,51,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,0.59484661,477,50
205,811,b_item811_set364_wit_lvl-15_comp3_t18_song80,1,1,b_item811_set364_wit_lvl-15_comp3_t18_song80.wav,-15,Bass,3,yes,36,18,80,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav,52,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,2.540971899,604,39
206,811,b_item811_set364_wit_lvl-10_comp3_t18_song80,1,1,b_item811_set364_wit_lvl-10_comp3_t18_song80.wav,-10,Bass,3,yes,28,18,80,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav,52,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,1.022523944,494,48
207,811,b_item811_set364_wit_lvl-5_comp3_t18_song80,1,1,b_item811_set364_wit_lvl-5_comp3_t18_song80.wav,-5,Bass,3,yes,24,18,80,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav,52,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,0.26641476,582,31
208,811,b_item811_set364_wit_lvl0_comp3_t18_song80,1,1,b_item811_set364_wit_lvl0_comp3_t18_song80.wav,0,Bass,3,yes,12,18,80,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav,52,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,0.043334031,477,94
209,1570,p_item1570_set144_wit_lvl-15_comp3_t46_song81,1,1,p_item1570_set144_wit_lvl-15_comp3_t46_song81.wav,-15,Piano,3,yes,35,46,81,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav,53,28,1.95100641,0.402489139,0.995917503,0.240936219,0.085465479,-1.044193733,530,68
210,1570,p_item1570_set144_wit_lvl-10_comp3_t46_song81,1,1,p_item1570_set144_wit_lvl-10_comp3_t46_song81.wav,-10,Piano,3,yes,27,46,81,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav,53,14,1.95100641,0.402489139,0.995917503,-1.354568203,-1.1512087,-2.302024901,423,77
211,1570,p_item1570_set144_wit_lvl-5_comp3_t46_song81,1,1,p_item1570_set144_wit_lvl-5_comp3_t46_song81.wav,-5,Piano,3,yes,23,46,81,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav,53,6,1.95100641,0.402489139,0.995917503,-1.829359816,-1.931608452,-3.177963147,421,42
212,1570,p_item1570_set144_wit_lvl0_comp3_t46_song81,1,1,p_item1570_set144_wit_lvl0_comp3_t46_song81.wav,0,Piano,3,yes,11,46,81,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav,53,1,1.95100641,0.402489139,0.995917503,-2.351715436,-2.408931614,-3.568851803,572,28
213,626,b_item626_set268_wit_lvl-15_comp3_t10_song82,1,1,b_item626_set268_wit_lvl-15_comp3_t10_song82.wav,-15,Bass,3,yes,36,10,82,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav,54,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,2.203140927,604,67
214,626,b_item626_set268_wit_lvl-10_comp3_t10_song82,1,1,b_item626_set268_wit_lvl-10_comp3_t10_song82.wav,-10,Bass,3,yes,28,10,82,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav,54,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,0.860262514,494,66
215,626,b_item626_set268_wit_lvl-5_comp3_t10_song82,1,1,b_item626_set268_wit_lvl-5_comp3_t10_song82.wav,-5,Bass,3,yes,24,10,82,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav,54,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,0.114743083,582,127
216,626,b_item626_set268_wit_lvl0_comp3_t10_song82,1,1,b_item626_set268_wit_lvl0_comp3_t10_song82.wav,0,Bass,3,yes,12,10,82,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav,54,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,-0.440871497,477,33
